cui,name,entidad,departamento,provincia,distrito,MONTO_VIABLE,COSTO_ACTUALIZADO,DEFASE_MONTO,estado,avance_fisico_real_soles,avance_inversion_soles,desfase_avance_fis_fin,ejec_fis_program_inicio,ejec_fis_real_inicio,ejec_fis_program_final,ejec_fis_real_final,ano_ejecucion,ubigeo,latitud,longitud
2187217,MEJORAMIENTO DE LA CADENA DE VALOR DE LA FIBRA DE ALPACA EN LA REGION PUNO,GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,88730732,83742488,-5.6217771312875007,ACTIVO,1066041872.24,938753290.48,-1.5199999999999996,,2017-01-01,,2023-04-08,2023,210301,-14.067975329999966,-70.431761879999954
2031310,CONSTRUCCION Y MEJORAMIENTO DE LA CARRETERA SAN JOSE (EMP. R 100) VALLE GRANDE -ISILLUMA DEL DISTRITO DE ALTO INAMBARI,GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,5997030,14880887,148.13761145100156,ACTIVO,617854428.24,619640134.68000007,0.11999999999999744,,2010-01-04,,2023-08-10,2023,211209,-13.994771103227858,-69.283774566900277
2250868,"INSTALACION DEL SERVICIO DE AGUA PARA EL SISTEMA DE RIEGO TANTAMACO, EN LA COMUNIDAD DE TANTAMACO-NINAHUISA, DISTRITO DE MACUSANI, PROVINCIA DE CARABAYA, REGIÓN PUNO",PROGRAMA REGIONAL DE RIEGO Y DRENAJE - PRORRIDRE - PUNO,PUNO,PUNO,PUNO,3494960,4477960,28.126216036807289,ACTIVO,359356290,245257869.20000002,-25.479999999999997,,2021-03-22,,2023-08-15,2023,210301,-14.067975329999966,-70.431761879999954
2230619,"MEJORAMIENTO DE LA PRODUCCIÓN Y PRODUCTIVIDAD DE LAS MYPE DE LAS PRINCIPALES LINEAS DE PRODUCCION  EN LAS PROVINCIAS DE PUNO, SAN ROMÁN Y EL COLLAO DE LA REGIÓN PUNO",DIRECCION REGIONAL DE PESQUERIA - PUNO,PUNO,PUNO,PUNO,4646117,6484309,39.564048860586162,ACTIVO,,,,,2022-09-21,,2023-02-17,2023,210101,-15.83936063358491,-70.019809334954758
2211345,"MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANO EN LA URBANIZACIÓN CHACARILLA DEL LAGO NRO. 02 DE LA CIUDAD DE PUNO, PROVINCIA DE PUNO - PUNO",MUNICIPALIDAD PROVINCIAL DE PUNO,PUNO,PUNO,PUNO,1945255,2807808,44.341384548555332,ACTIVO,69521326.08,70560215.039999992,0.36999999999999744,,2022-11-24,,2023-06-11,2023,210101,-15.851755174477113,-70.02116316142542
2158863,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA INSTITUCION EDUCATIVA SECUNDARIA AGROPECUARIA MACAYA DE LA COMUNIDAD DE SANTA ANA DEL DISTRITO DE AZANGARO, PROVINCIA DE AZANGARO - PUNO",GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,1746914,5595005,220.27936120495912,ACTIVO,454034655.75000006,451181203.2,-0.51000000000000512,,2021-10-01,,2023-09-18,2023,210201,-14.907522419999966,-70.196979599999963
2131661,CONSTRUCCION Y MEJORAMIENTO DE LA CARRETERA DESVIO VILQUECHICO-COJATA-SINA-YANAHUAYA.,"DIRECCIÓN REGIONAL DE TRANSPORTES, COMUNICACIONES, VIVIENDA Y CONSTRUCCIÓN PUNO",PUNO,PUNO,PUNO,115001206,157947319,37.344054461481043,ACTIVO,9964896355.710001,9729554850.4,-1.490000000000002,,2012-11-12,,2023-01-17,2023,211005,-14.49576539999998,-69.279609599999958
2195487,MEJORAMIENTO DEL CAMINO VECINAL (EMP. PE 3S) HUAQUINA ZAPIJICANE - PTO JULI - CHUCASUYO DEL DISTRITO DE JULI - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO,GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,23311312,30169624,29.420531971774043,ACTIVO,1058048713.6800001,1077960665.52,0.65999999999999659,2019-06-01,2021-12-01,2020-12-01,2023-10-21,2023,210401,-16.214576939999972,-69.459296759999972
2230776,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION INICIAL DE LA I.E.I. Nº 597 DEL CENTRO POBLADO DE PALCA, DISTRITO OLLACHEA - CARABAYA - PUNO",GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,826154,2276954,175.60890584564137,ACTIVO,177306407.98000002,177443025.22000003,0.060000000000002274,,2017-10-01,,2023-10-24,2023,210310,-14.124636719999955,-69.96632687999994
2186641,"MEJORAMIENTO DEL SERVICIO DEPORTIVO, CULTURAL Y RECREACIONAL EN LA CAPITAL DE LA REGION PUNO",GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,83426294,57915310,-30.57906899232513,ACTIVO,3075302961,3087465176.1,0.21000000000000085,,2017-11-03,,2023-12-31,2023,210101,-15.8764783858188,-69.997842043124024
2250970,"MEJORAMIENTO DEL SERVICIO DE CONSERVACION DE LA DIVERSIDAD BIOLOGICA EN SELVA VERDE, SAN GABAN, PUNTA PERDIDA, COTACUCHO, PUNO, JUCUMARINI, CUSHINI, RIO CONDOR, RIO TAVARA, Y PACO PACUNI, DISTRITOS DE AYAPATA, SAN GABAN, SANTA ROSA, VILQUE CHICO-PUNO",GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,9551106,12303381,28.816296248832334,ACTIVO,206819834.60999998,222937263.72,1.3100000000000023,,2017-01-10,,2023-08-31,2023,210309,-13.432862789999946,-70.389869759999954
2188542,"MEJORAMIENTO DE LA CAPACIDAD DE PRESTACION DE SERVICIOS DEPORTIVOS EN EL ESTADIO GUILLERMO BRICEÑO ROSAMEDINA DE LA CIUDAD DE JULIACA, PROVINCIA DE SAN ROMAN - PUNO",GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,29226326,42253158,44.572253111800642,ACTIVO,3037156997.04,3036311933.88,-0.019999999999996021,,2016-11-02,,2023-09-09,2023,211101,-15.493556789999959,-70.134848639999973
2149996,"MEJORAMIENTO DE INFRAESTRUCTURA VIAL EN  LOS JIRONES BRISAS DEL LAGO, YANAMAYO Y VÍAS CONEXAS DE LA CIUDAD DE PUNO, PROVINCIA DE PUNO - PUNO",MUNICIPALIDAD PROVINCIAL DE PUNO,PUNO,PUNO,PUNO,4318648,7146769,65.486258662433244,ACTIVO,410867749.81,405793543.82,-0.71000000000000085,,2021-12-13,,2023-11-21,2023,210101,-15.839195489999952,-70.029164879999939
2245014,"MEJORAMIENTO DEL SERVICIO VIAL URBANO DEL JIRÓN VIRGEN DE GUADALUPE, LOS LAURELES Y VÍAS CONEXAS DE LA URBANIZACIÓN VILLA LA FLORIDA, CIUDAD DE PUNO, PROVINCIA DE PUNO - PUNO",MUNICIPALIDAD PROVINCIAL DE PUNO,PUNO,PUNO,PUNO,2310613,2589328,12.062383445432014,ACTIVO,0,5256335.84,2.03,,2023-12-10,,2024-03-08,2024,210101,-15.839195489999952,-70.029164879999939
2260735,MEJORAMIENTO DE LA GESTION INTEGRADA DE LOS RECURSOS HIDRICOS EN CUENCAS DE LA REGION PUNO,GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,22777304,29698741,30.387428643881648,ACTIVO,1240813398.98,1267245278.47,0.89000000000000057,,2020-03-06,,2024-08-31,2024,210309,-13.432862789999946,-70.389869759999954
2249767,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE EDUCACION SUPERIOR NO UNIVERSITARIA DEL INSTITUTO SUPERIOR TECNOLOGICO PUBLICO DE YUNGUYO, PROVINCIA DE YUNGUYO - PUNO",GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,9992797,17828739,78.415902974912825,ACTIVO,1782873900,1781091026.1000001,-0.099999999999994316,,2017-04-03,,2023-01-20,2023,211301,-16.245925109999973,-69.091758719999973
2163760,"MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL TURISTICO, TRAMO PHUTINI - JAYU JAYU ACORA, DISTRITO DE ACORA - PUNO - PUNO",GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,44913447,38092708,-15.186407313604766,ACTIVO,526060297.48,560343734.68000007,0.90000000000000036,,2022-03-18,,2024-03-06,2024,210102,-15.915033792320145,-69.726945089948856
2185578,"MEJORAMIENTO DE LA CARRETERA DV. DESAGUADERO (EMP PE 36A) - KELLUYO - PISACOMA, PROVINCIA DE CHUCUITO - PUNO",GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,58938025,100992343,71.353456448532171,ACTIVO,6673574025.44,6682663336.31,0.090000000000003411,,2019-07-15,,2023-12-31,2023,210404,-16.725329639999927,-69.250873679999984
2250558,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCIÓN EDUCATIVA PRIMARIA N  72659 DE AYAVIRI, DISTRITO DE AYAVIRI,  PROVINCIA DE MELGAR - PUNO",GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,2892507,7528859,160.2883588527184,ACTIVO,279772400.44,285419044.69,0.75,,2022-06-15,,2023-09-21,2023,210801,-14.871157838304317,-70.59166998118944
2137887,"CONSTRUCCION DE PISTAS Y VEREDAS EN LOS JIRONES COLOMBIA, JORGE BASADRE, ECUADOR Y VIAS CONEXAS DEL BARRIO UNION LLAVINI DE LA CIUDAD DE PUNO, PROVINCIA DE PUNO - PUNO",MUNICIPALIDAD PROVINCIAL DE PUNO,PUNO,PUNO,PUNO,2060880,2048424,-0.60440200302783276,ACTIVO,155516350.08,150415774.32000002,-2.4899999999999949,,2023-03-01,,2023-06-28,2023,210101,-15.821135327266093,-70.020983300234093
2178716,MEJORAMIENTO DE LA CARRETERA CALACOTA - SANTA ROSA DE HUAYLLATA (RUTA R-11) DISTRITO DE ILAVE PROVINCIA DE EL COLLAO - PUNO,GOBIERNO REGIONAL PUNO,PUNO,PUNO,PUNO,37443590,70320562,87.804005972717889,ACTIVO,5415386479.62,5406244806.5599995,-0.13000000000000966,,2016-09-22,,2023-12-20,2023,210501,-16.085907629999951,-69.638113439999984
2193736,"INSTALACION DE COBERTURAS DE PROTECCION SOLAR EN LAS INSTITUCIONES EDUCATIVAS DEL NIVEL INICIAL, PRIMARIO Y SECUNDARIO EN EL AMBITO DISTRITAL DE MAÑAZO , DISTRITO DE MAÑAZO - PUNO - PUNO",MUNICIPALIDAD DISTRITAL DE MAÑAZO,PUNO,PUNO,MANAZO,670082,670082,0,ACTIVO,10051230,10969242.34,1.370000000000001,,2014-06-01,,2023-05-30,2023,210109,-15.800925197723931,-70.344354727923971
2237448,"INSTALACION DEL COMPLEJO DEPORTIVO RECREACIONAL MULTIUSOS EN LA LOCALIDAD DE PAUCARCOLLA, DISTRITO DE PAUCARCOLLA - PUNO - PUNO",MUNICIPALIDAD DISTRITAL DE PAUCARCOLLA,PUNO,PUNO,PAUCARCOLLA,992032,1015970,2.4130269991290603,ACTIVO,,,,,2024-02-15,,2024-04-18,2024,210110,-15.745278137668356,-70.056191222227824
2228027,"MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN LA  I.E.I. N 259 DEL CENTRO POBLADO TUPAC AMARU I, DISTRITO DE IMAZA, PROVINCIA BAGUA - REGION AMAZONAS",GERENCIA SUB REGIONAL BAGUA,AMAZONAS,BAGUA,BAGUA,937054,2434232,159.77499695855309,ACTIVO,154890182.16,160537600.4,2.3200000000000003,,2022-11-03,,2023-06-11,2023,010205,-5.14651895999998,-78.306335639999986
2179401,"CONSTRUCCION DE PISTAS,VEREDAS,SARDINELES Y AREAS VERDES DE EL SECTOR NUEVA JERUSALEN DE LA CIUDAD DE BAGUA,  DISTRITO DE BAGUA, PROVINCIA DE BAGUA - AMAZONAS",MUNICIPALIDAD PROVINCIAL DE BAGUA,AMAZONAS,BAGUA,BAGUA,4678366,7486556,60.025017281674842,ACTIVO,500176806.36,497781108.43999994,-0.32000000000000739,,2023-01-23,,2023-12-11,2023,010201,-5.6328165158529133,-78.529263892772349
2145731,AMPLIACION DEL SISTEMA ELECTRICO DEL SECTOR SAN LUIS - LA CURVA -  DISTRITO DE BAGUA -  REGION AMAZONAS.,GERENCIA SUB REGIONAL BAGUA,AMAZONAS,BAGUA,BAGUA,193341,1232629,537.54144232211479,ACTIVO,106819629.14,109309539.72000001,2.0200000000000102,,2012-12-01,,2023-03-28,2023,010201,-5.6377549799999533,-78.533587079999961
2183366,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES 29 DE JUNIO, LOS SAUCES, LOS CLAVELES, GERANIOS, FLORES, KANTU, PROLONGACION MILLER, MANANTIALES, MIRAFLORES, Y PROLONGACION LOS DESCALZOS DEL A.P.V. CORICANCHA DEL DISTRITO DE CAL",MUNICIPALIDAD PROVINCIAL DE CALCA,CUSCO,CALCA,CALCA,8137186,10641855,30.780530271767169,ACTIVO,897746887.8,897108376.5,-0.060000000000002274,,2018-07-09,,2023-06-27,2023,080401,-13.322494259999928,-71.955271439999933
2072295,"AMPLIACION, MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE CALCA, PROVINCIA DE CALCA - CUSCO",MUNICIPALIDAD PROVINCIAL DE CALCA,CUSCO,CALCA,CALCA,13064133,17493019,33.901109243146863,ACTIVO,1360432087.6299999,1375651014.16,0.87000000000000455,,2009-12-01,,2024-01-16,2024,080401,-13.322494259999928,-71.955271439999933
2243384,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN PRIMARIA Y SECUNDARIA DE LA INSTITUCIÓN EDUCATIVA NRO. 50161 EN LA COMUNIDAD CAMPESINA DE HUAMA - LAMAY,DISTRITO DE LAMAY - CALCA – CUSCO",MUNICIPALIDAD DISTRITAL DE LAMAY,CUSCO,CALCA,LAMAY,5958690,12097914,103.0297598968901,ACTIVO,1209791400,1209791400,0,,2022-01-10,,2023-06-25,2023,080403,-13.338439160620743,-71.869705461920688
2207369,"INSTALACION AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE SANEAMIENTO BASICO INTEGRAL DEL CENTRO  POBLADO DE LAMAY, DISTRITO DE LAMAY, PROVINCIA DE CALCA - CUSCO",MUNICIPALIDAD DISTRITAL DE LAMAY,CUSCO,CALCA,LAMAY,13162716,11207166,-14.856736254128707,ACTIVO,875727951.24,805795235.4000001,-6.2399999999999949,,2020-03-09,,2023-01-16,2023,080403,-13.364475786896218,-71.920061253966139
2202142,MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DE LETRINAS EN LA COMUNIDAD CAMPESINA DE HUY HUY DEL DISTRITO DE YANATILE - PROVINCIA DE CALCA - DEPARTAMENTO DE CUSCO,MUNICIPALIDAD DISTRITAL DE YANATILE,CUSCO,CALCA,YANATILE,731529,1447536,97.878142903425569,ACTIVO,65906314.08,66760360.319999993,0.58999999999999631,2020-06-01,2023-05-04,2020-11-01,2023-10-31,2023,080408,-12.849463067842953,-72.1566561624516
2210562,"MEJORAMIENTO DE LA ATENCION INTEGRAL DE LA SALUD EN EL PRIMER NIVEL DE ATENCION A LA POBLACION DE LA MICRO RED DEL C.S.DE EL DESCANSO, DISTRITO DE KUNTURKANKI, PROVINCIA DE CANAS - CUSCO",MUNICIPALIDAD DISTRITAL DE KUNTURKANKI,CUSCO,CANAS,KUNTURKANKI,4591941,13849906,201.61332647784454,ACTIVO,1365600731.6,1332083959.0800002,-2.4199999999999875,,2013-03-20,,2023-09-23,2023,080503,-14.533872569999971,-71.306161199999963
2174603,"INSTALACION DE 13,780 ML DE ENROCADO EN EL RIO CASMA ENTRE EL SECTOR TABON  A PUERTO CASMA, DISTRITO DE COMANDANTE NOEL - CASMA - ANCASH",MUNICIPALIDAD DISTRITAL DE COMANDANTE NOEL,ANCASH,CASMA,COMANDANTE NOEL,29661836,31324049,5.6038776561235117,ACTIVO,2765913526.7,2765287045.7200003,-0.019999999999996021,,2017-04-26,,2023-03-01,2023,020803,-9.462781,-78.38311
2241270,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CASERIO CHORORCO, DISTRITO DE CHOTA, PROVINCIA DE CHOTA - CAJAMARCA",MUNICIPALIDAD PROVINCIAL DE CHOTA,CAJAMARCA,CHOTA,CHOTA,8375531,5926258,-29.24319664030854,ACTIVO,559260967.46,561038844.86,0.29999999999999716,,2022-08-23,,2023-06-12,2023,060401,-6.5615422499999445,-78.650622359999943
2193384,"INSTALACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DE DESAGÜE EN EL CASERÍO CARDÓN ALTO Y CARDÓN BAJO DEL, DISTRITO DE TACABAMBA - CHOTA - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE TACABAMBA,CAJAMARCA,CHOTA,TACABAMBA,1724588,3146991,82.477843983606519,ACTIVO,21210719.34,34774250.550000004,4.3100000000000005,,2023-05-01,,2023-07-30,2023,060417,-6.38876613177705,-78.65551848806858
2234856,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE DESAGUE EN LAS LOCALIDADES DE SANTA RITA, SAN LUIS DE PUÑA Y PUÑA, SANTO DOMINGO Y EL NARANJO, DISTRITO DE TACABAMBA - CHOTA - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE TACABAMBA,CAJAMARCA,CHOTA,TACABAMBA,9552954,13903431,45.540646380166805,ACTIVO,0,21133215.12,1.52,,2023-11-01,,2024-05-28,2024,060417,-6.3670979665841374,-78.647468926122059
2162846,"MEJORAMIENTO DE LA CARRETERA HUAROCONDO - PACHAR, DISTRITOS DE HUAROCONDO Y OLLANTAYTAMBO, PROVINCIAS DE ANTA Y URUBAMBA, REGION CUSCO",PROYECTO ESPECIAL REGIONAL PLAN COPESCO,CUSCO,CUSCO,CUSCO,72502853,116666116,60.912448507371153,ACTIVO,11127614144.08,11086781003.48,-0.34999999999999432,,2012-10-18,,2023-06-02,2023,081306,-13.273845339758012,-72.2182148694992
2159681,MEJORAMIENTO CARRETERA YAURISQUE - RANRACCASA - PARURO,PROYECTO ESPECIAL REGIONAL PLAN COPESCO,CUSCO,CUSCO,CUSCO,75065903,104147116,38.740908771856112,ACTIVO,9571119960.4000015,9663810893.6400013,0.89000000000000057,,2019-05-24,,2023-08-12,2023,081009,-13.662992969999948,-71.921108519999962
2251972,INSTALACION NUEVO RESERVORIO PICCHU R-4 CUSCO,EPS. SEDACUSCO S.A.,CUSCO,CUSCO,CUSCO,8831284,10119226,14.583858926969171,ACTIVO,405477385.82,409120307.18,0.35999999999999943,,2018-08-01,,2023-11-01,2023,080106,-13.52662037999994,-71.981580239999971
2192979,MEJORAMIENTO INTEGRAL DE LA VIA EXPRESA DE LA CIUDAD DEL CUSCO: OVALO LOS LIBERTADORES - PUENTE COSTANERA - NODO DE VERSALLES,PROYECTO ESPECIAL REGIONAL PLAN COPESCO,CUSCO,CUSCO,CUSCO,347244873,365586337,5.281997064935787,ACTIVO,20502081778.96,21854751225.86,3.7000000000000028,,2021-03-15,,2023-03-05,2023,080108,-13.5246353,-71.96305
2146133,"MEJORAMIENTO Y AMPLIACION DE LA DISPOSICION FINAL DE LOS RESIDUOS SOLIDOS URBANOS MUNICIPALES EN LA LOCALIDAD DE JAQUIRA, DISTRITO SANTIAGO, PROVINCIA DE CUSCO - CUSCO",MUNICIPALIDAD PROVINCIAL DEL CUSCO,CUSCO,CUSCO,CUSCO,5579413,30399878,444.85799850270985,ACTIVO,2038615818.68,2024023877.24,-0.480000000000004,,2012-12-03,,2023-04-30,2023,080101,-13.514650109999934,-71.977483079999956
2163354,MEJORAMIENTO DEL ESTADIO INCA GARCILASO DE LA VEGA DISTRITO DE WANCHAQ - CUSCO,PROYECTO ESPECIAL REGIONAL PLAN COPESCO,CUSCO,CUSCO,CUSCO,80895254,88882558,9.8736373335325709,ACTIVO,5826251676.9,6327549304.0199995,5.6400000000000006,,2012-11-09,,2023-07-29,2023,080108,-13.52528,-71.96611
2194700,"MEJORAMIENTO DE LA CARRETERA MARAS - MORAY, DISTRITO DE MARAS, PROVINCIA DE URUBAMBA, CUSCO",PROYECTO ESPECIAL REGIONAL PLAN COPESCO,CUSCO,CUSCO,CUSCO,14174540,28765156,102.93537568062175,ACTIVO,2519540014.04,2559811232.44,1.3999999999999915,,2019-09-27,,2023-10-10,2023,081305,-13.33428335999997,-72.157062239999959
2215935,"MEJORAMIENTO Y AMPLIACION DE SANEAMIENTO BASICO INTEGRAL DE LA LOCALIDAD DE QUINCEMIL - CAMANTI, PROVINCIA DE QUISPICANCHI - CUSCO",GOBIERNO REGIONAL CUSCO,CUSCO,CUSCO,WANCHAQ,2558276,11879783,364.36674541761715,ACTIVO,1128816980.6599998,1117293591.1499999,-0.96999999999999886,,2013-02-13,,2023-10-07,2023,081203,-13.230260369999939,-70.755468839999935
2225305,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE DESAGUE EN LA COMUNIDAD CAMPESINA DE RAQCHI, DISTRITO DE  SAN PEDRO, PROVINCIA DE CANCHIS - CUSCO",GOBIERNO REGIONAL CUSCO,CUSCO,CUSCO,WANCHAQ,3542741,4035902,13.920323275113816,ACTIVO,256077981.9,248813358.29999998,-1.8000000000000043,,2021-11-15,,2023-12-17,2023,080607,-14.18618078999998,-71.342925839999964
2046089,"MEJORAMIENTO DE LA INFRAESTRUCTURA DE RIEGO MAYOR PALLALLAJE EN LAS COMUNIDADES CAMPESINAS DE URINSAYA Y QUEROCCOLLANA, DISTRITO COPORAQUE, PROVINCIA ESPINAR",PROYECTO ESPECIAL PLAN MERISS - CUSCO,CUSCO,CUSCO,WANCHAQ,46972036,99804649,112.47673615850928,ACTIVO,4840525476.5,5635968529.03,7.9699999999999989,,2012-09-04,,2024-12-31,2024,080803,-14.71401456832424,-71.6159837351558
2156206,INSTALACION DEL SISTEMA DE RIEGO QUISCO - DISTRITO DE ALTO PICHIGUA - PROVINCIA ESPINAR - CUSCO,PROYECTO ESPECIAL PLAN MERISS - CUSCO,CUSCO,CUSCO,WANCHAQ,55570411,87172849,56.869181694553241,ACTIVO,4113686744.31,4220037620.0899997,1.2199999999999989,,2013-01-07,,2024-12-31,2024,080808,-14.4112,-71.05
2134116,"ADECUAMIENTO AL CAMBIO CLIMATICO: COSECHA DE AGUA EN MICROCUENCAS LACUSTRES DE PHAUSIHUAYCCO, HUILLCAMAYO, KENQONAY, QUEHUAYLLO, HUANCALLO Y RAJACHAC EN LA CUENCA MEDIA DEL RIO APURIMAC",PROYECTO ESPECIAL REGIONAL INSTITUTO DE MANEJO DE AGUA Y MEDIO AMBIENTE,CUSCO,CUSCO,WANCHAQ,5968403,21624867,262.32250067564138,ACTIVO,2098260845.01,1968295394.34,-6.0100000000000051,,2019-01-01,,2023-07-31,2023,081005,-13.681634039999949,-72.01718171999994
2249944,"INSTALACION MEJORAMIENTO Y AMPLIACIÓN DE SERVICIOS EDUCATIVOS DEL NIVEL INICIAL ESCOLARIZADO CICLO II DE LAS I.E.I. CREADAS EN LOS AÑOS 2009 AL 2012 EN LAS PROVINCIAS DE CANAS, ACOMAYO Y PARURO - DEPARTAMENTO CUSCO",GOBIERNO REGIONAL CUSCO,CUSCO,CUSCO,WANCHAQ,39439958,32034201,-18.777294336875308,ACTIVO,117245175.66000001,263961816.24,4.58,,2023-03-01,,2023-09-08,2023,081005,-13.681634039999949,-72.01718171999994
2045796,CONSTRUCCION INFRAESTRUCTURA PARA LA ATENCIÓN Y REHABILITACIÓN A PERSONAS CON DISCAPACIDAD EN LA REGIÓN CUSCO,GOBIERNO REGIONAL CUSCO,CUSCO,CUSCO,WANCHAQ,5546117,8388665,51.2529396693218,ACTIVO,485116496.95,484697063.7,-0.049999999999997158,,2009-08-25,,2023-12-31,2023,080105,-13.529272769999977,-71.937525959999959
2129843,INSTALACION DEL SISTEMA ELECTRICO EN EL  DISTRITO DE KOSÑIPATA DE LA PROVINCIA DE PAUCARTAMBO.,GOBIERNO REGIONAL CUSCO,CUSCO,CUSCO,WANCHAQ,5594744,12332617,120.43219493152858,ACTIVO,1217599276.41,1206746573.45,-0.88000000000000966,,2010-11-19,,2023-09-24,2023,081106,-12.943898179508206,-71.40639066696167
2234943,"RECUPERACION RECUPERACIÓN DEL MONUMENTO PRE HISPÁNICO SECTOR VI CHOQUELLUSKA SUB SECTORES A Y B, DEL SITIO ARQUEOLÓGICO DE SALAPUNKU DEL PARQUE ARQUEOLÓGICO DE MACHUPICCHU, EN EL CENTRO POBLADO DE CHOQUELLUSCA - DISTRITO DE MACHUPICCHU - PROVINCIA DE URUBAMBA - REGIÓN CUSCO",UNIDAD EJECUTORA MINISTERIO DE CULTURA-CUSCO,CUSCO,CUSCO,WANCHAQ,5204002,7422365,42.628019743266812,ACTIVO,625779593.15,626892947.9,0.14999999999999147,2018-03-01,2019-07-15,2020-07-01,2023-02-28,2023,081304,-13.156336349999947,-72.522355319999974
2242495,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE PROTECCION CONTRA INUNDACIONES EN EL CENTRO POBLADO ACOMAYO BARRIO QUISPILLACTA - AUTOCHACA MARGEN IZQUIERDA Y DERECHA DEL RIO CACHIMAYO, PROGRESIVA KM 0+000 - 1+260, DISTRITO DE ACOMAYO, PROVINCIA DE ACOMAYO - CUSCO",PROYECTO ESPECIAL REGIONAL INSTITUTO DE MANEJO DE AGUA Y MEDIO AMBIENTE,CUSCO,CUSCO,WANCHAQ,8213621,15361277,87.021984579030359,ACTIVO,845484686.08,847788877.63,0.14999999999999858,,2021-05-05,,2026-06-30,2026,080201,-13.918273649999946,-71.682506279999984
2251091,"INSTALACION DE SERVICIO DE AGUA PARA RIEGO EN LOS SECTORES DE WARMILLACTA-HAUCCANI-QUINUACANCHA-CENTRAL-ROSASPATA-HUAYNAPATA, COMUNIDADES CAMPESINAS DE TINTEC, TAHUANTINSUYO Y HUAYNAPATA BAJA, DISTRITO Y PROVINCIA PAUCARTAMBO-CUSCO",GOBIERNO REGIONAL CUSCO,CUSCO,CUSCO,WANCHAQ,2377676,4814934,102.5058923082876,ACTIVO,481493400,439362727.5,-8.75,,2018-07-30,,2023-01-31,2023,081101,-13.321526,-71.611631
2195083,"AMPLIACION Y MEJORAMIENTO DEL PUENTE PILLPINTO DEL DISTRITO PILLPINTO, PROVINCIA PARURO, DEPARTAMENTO CUSCO.",DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO,CUSCO,CUSCO,WANCHAQ,11700440,13717829,17.241992608824969,ACTIVO,710995077.06999993,691515759.89,-1.4200000000000017,,2022-06-20,,2024-01-03,2024,081008,-13.95376712999996,-71.761718519999988
2160165,"INSTALACION DEL SISTEMA DE RIEGO MARGEN DERECHA E IZQUIERDA DEL RIO VILCANOTA ENTRE YAUCAT Y PAUCARBAMBA - DISTRITOS CUSIPATA, QUIQUIJANA, URCOS - PROVINCIA QUISPICANCHI - DEPARTAMENTO CUSCO",PROYECTO ESPECIAL PLAN MERISS - CUSCO,CUSCO,CUSCO,WANCHAQ,83345870,119564085,43.455320581571712,ACTIVO,11041743249.75,11735214942.75,5.8000000000000114,,2012-09-14,,2023-12-31,2023,081201,-13.662306137592537,-71.636354155695017
2146392,"MEJORAMIENTO DE INFRAESTRUCTURA Y EQUIPAMIENTO DE LA I.E.  N° 50166  AMPARAES, DEL DISTRITO DE LARES - PROVINCIA DE CALCA",GOBIERNO REGIONAL CUSCO,CUSCO,CUSCO,WANCHAQ,2571432,10633782,313.53541528611294,ACTIVO,729264769.56,735538700.94,0.59000000000000341,,2021-04-19,,2023-10-31,2023,080404,-13.10440202999996,-72.044857799999988
