cui,name,entidad,departamento,provincia,distrito,MONTO_VIABLE,COSTO_ACTUALIZADO,DEFASE_MONTO,estado,avance_fisico_real_soles,avance_inversion_soles,desfase_avance_fis_fin,ejec_fis_program_inicio,ejec_fis_real_inicio,ejec_fis_program_final,ejec_fis_real_final,ano_ejecucion,ubigeo,latitud,longitud
2177933,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LOS CCPP LOS JUAREZ, LOS ESPINOS Y ZONAS ADYACENTES A LA VICTORIA - ICA - ICA - ICA",GOBIERNO REGIONAL ICA,ICA,ICA,ICA,1042592,2423347,132.43483548694024,ACTIVO,210734255.11999997,202809910.43,-3.269999999999996,,2022-09-07,,2023-02-03,2023,110101,-14.067930336160114,-75.748490122466151
2196794,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL EN EL MARCO DE AMPLIACIÓN DE COBERTURA DEL PELA EN EBR- AMPLIACIÓN DE COBERTURA EN EL I.E.I N 316 NAZARIO PALOMINO DISTRITO DE SAN CLEMENTE, PROVINCIA DE PISCO, DEPARTAMENTO DE  ICA",GOBIERNO REGIONAL ICA,ICA,ICA,ICA,1475000,5068741,243.64345762711866,ACTIVO,265551340.99,280098627.65999997,2.8699999999999974,,2022-08-19,,2023-01-16,2023,110507,-13.672038297757341,-76.150315491907222
2233735,AFIANZAMIENTO  HIDRICO   DE LA CUENCA DEL  RIO  GRANDE - SANTA CRUZ -PALPA,PROYECTO ESPECIAL TAMBO CCARACOCHA,ICA,ICA,ICA,255373015,646013713,152.96866742165378,ACTIVO,5368373955.0300007,5135809018.35,-0.36000000000000032,,2023-04-01,,2025-03-30,2025,110404,-14.483300309999946,-75.245596559999967
2248424,"CREACION DEL PARQUE RECREATIVO MULTIUSO EN LA COOPERATIVA DE VIVIENDA LA NUEVA ESPERANZA Y ALREDEDORES -SAN JOAQUIN, DISTRITO DE ICA, PROVINCIA DE ICA - ICA",MUNICIPALIDAD PROVINCIAL DE ICA,ICA,ICA,ICA,871861,1500264,72.076053407595936,ACTIVO,150026400,150026400,0,,2022-09-19,,2023-02-06,2023,110101,-14.060698341663825,-75.745465374601636
2228738,CONTROL DE DESBORDES E INUNDACIONES EN EL RIO ICA Y QUEBRADA CANSAS/CHANCHAJALLA,PROYECTO ESPECIAL TAMBO CCARACOCHA,ICA,ICA,ICA,197486381,224846417,13.854138124086642,ACTIVO,12699325632.16,12571163174.47,-0.57000000000000028,,2019-12-02,,2024-04-09,2024,110109,-13.933304729999975,-75.670466039999951
2194295,"INSTALACION DE SERVICIOS DE PROTEC CION ANTE AVENIDAS EXTREMAS  EN EL RIO MATAGENTE SECTORES CHAMORRO MD, LAS HUACAS MD. SAN FRANCISCO MD, DIST. EL CARMEN Y RIO CHICO SECTOR CRUZ VERDE MI. DIST CHINCHA BAJA, PROV. CHINCHA-REGION ICA",PROYECTO ESPECIAL TAMBO CCARACOCHA,ICA,ICA,ICA,5890416,12467419,111.65600188509606,ACTIVO,857384404.63,826465205.51000011,-2.4799999999999898,,2023-03-28,,2023-09-24,2023,110204,-13.460250059999964,-76.162416119999989
2222635,"MEJORAMIENTO DE LA PRESTACION DE LOS SERVICIOS EDUCATIVOS DE LA I.E. RICARDO PALMA DEL CENTRO POBLADO LA CAPILLA, DISTRITO DE TATE - ICA - ICA",MUNICIPALIDAD DISTRITAL DE TATE,ICA,ICA,TATE,2616011,16561927,533.09852290376455,ACTIVO,1625718754.32,1617769029.3600001,-0.47999999999998977,,2022-03-01,,2023-01-19,2023,110113,-14.15220740999996,-75.706716599999936
2241937,"MEJORAMIENTO CREACION DE LOSA MULTIDEPORTIVA EN EL CERCADO DE PUEBLO NUEVO, DISTRITO DE PUEBLO NUEVO - ICA - ICA ",MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO-ICA,ICA,ICA,PUEBLO NUEVO,434678,935213,115.15075527171838,ACTIVO,93521300,93222031.84,-0.31999999999999318,2018-01-01,2023-01-07,2018-04-01,2023-04-06,2023,110107,-14.1276808,-75.7060547
2202579,"MEJORAMIENTO DE INFRAESTRUCTURA VIAL EN LAS CALLES 9, 10, 19, 24, 26, 30, 33 Y 35 DEL PROMUVI IV - NUEVO ILO PAMPA INALAMBRICA, DISTRITO ILO, PROVINCIA DE ILO - MOQUEGUA",MUNICIPALIDAD PROVINCIAL DE ILO,MOQUEGUA,ILO,ILO,2647119,6849643,158.758408669954,ACTIVO,684964300,648181717.08999991,-5.3700000000000045,,2022-08-18,,2023-09-21,2023,180301,-17.643919049999965,-71.342493839999975
2247785,"MEJORAMIENTO DE INFRAESTRUCTURA VIAL EN LAS CALLES 37, 40, 67, 70, 74, 76, 78, 80 Y LOS PASAJES 21, 22, 24, 35, 27, 28 EN EL ASENTAMIENTO HUMANO VISTA ALEGRE, PROMUVI VII, PAMPA INALÁMBRICA, DISTRITO ILO, PROVINCIA DE ILO - MOQUEGUA",MUNICIPALIDAD PROVINCIAL DE ILO,MOQUEGUA,ILO,ILO,2439249,5778234,136.88577918859451,ACTIVO,571005083.88,566035802.64,-0.85999999999999943,,2022-07-06,,2023-05-04,2023,180301,-17.64190105130168,-71.317210203676154
2217744,"CONSTRUCCION DE LA INFRAESTRUCTURA VIAL, EN LAS CALLES 07, 09, 111, 114, 117, 118, 119 Y PASAJES 01, 02, 03, Y 04 DEL A.H. VISTA AL MAR, EN LA PAMPA INALÁMBRICA, EN EL DISTRITO DE ILO, PROVINCIA DE ILO - MOQUEGUA",MUNICIPALIDAD PROVINCIAL DE ILO,MOQUEGUA,ILO,ILO,2870133,7178776,150.11997701848659,ACTIVO,408041627.84000003,414574314,0.90999999999999659,,2022-08-22,,2023-11-30,2023,180301,-17.631595324896452,-71.328349099226386
2199604,"CREACION DE INFRAESTRUCTURA DEPORTIVA EN EL BARRIO 2 DE LA URBANIZACIÓN LIBERACIÓN EN EL DISTRITO ILO, PROVINCIA DE ILO - MOQUEGUA",MUNICIPALIDAD PROVINCIAL DE ILO,MOQUEGUA,ILO,ILO,636713,1106123,73.723954120616355,ACTIVO,110612300,106840420.57000001,-3.4099999999999966,,2022-09-20,,2023-05-15,2023,180301,-17.659857244619122,-71.338426614731631
2115960,"CONSTRUCCION DEL CENTRO RECREACIONAL DEL NIÑO Y LA FAMILIA DEL DISTRITO DE ILO, PROVINCIA DE ILO - MOQUEGUA",MUNICIPALIDAD PROVINCIAL DE ILO,MOQUEGUA,ILO,ILO,5389368,36459151,576.50141909032743,ACTIVO,2132495741.99,2233487590.2599998,2.769999999999996,,2017-12-04,,2023-09-08,2023,"",,
2048938,"MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL Y PEATONAL EN LA CALLE 29 Y PASAJES 8, 9 Y 10 DEL P.J. JOHN F. KENNEDY ILO, PROVINCIA DE ILO - MOQUEGUA",MUNICIPALIDAD PROVINCIAL DE ILO,MOQUEGUA,ILO,ILO,1619199,1756886,8.5034019907373963,ACTIVO,152392291.64,145399885.36,-3.9799999999999898,,2022-10-06,,2023-10-22,2023,180301,-17.643044070026232,-71.339258690012457
2224780,"MEJORAMIENTO DEL SERVICIO DE ORDENAMIENTO TERRITORIAL DE ILO, PROVINCIA DE ILO - MOQUEGUA",MUNICIPALIDAD PROVINCIAL DE ILO,MOQUEGUA,ILO,ILO,2554539,4021541,57.427269656090587,ACTIVO,341670123.35999995,339619137.45,-0.50999999999999091,,2015-09-01,,2023-12-30,2023,"",,
2070201,"CONSTRUCCION DE CARRETERA A NIVEL DE TROCHA CARROZABLE HUAMPO, PUCASINIEGA, COCHAPATA, YURAGMARCA, NUEVA ESPERANZA, PROVINCIA DE AMBO - HUANUCO",MUNICIPALIDAD PROVINCIAL DE AMBO,HUANUCO,AMBO,AMBO,5999985,16675508,177.9258281479037,ACTIVO,1620859377.6000001,1621526397.9199998,0.039999999999992042,,2017-09-08,,2023-12-26,2023,100201,-10.129651829999942,-76.204369439999937
2209140,"INSTALACION DEL SISTEMA DE AGUA POTABLE  Y SANEAMIENTO MULTICOMUNAL DE CHUCCHUC, YAMOR, YAPAC Y COQUIN, DISTRITO DE COLPAS - AMBO - HUANUCO",MUNICIPALIDAD DISTRITAL DE COLPAS,HUANUCO,AMBO,COLPAS,6743786,8302887,23.119075842560839,ACTIVO,818415571.58999991,818996773.68,0.07000000000000739,,2022-01-14,,2023-04-27,2023,100203,-10.267417114718778,-76.415750036052927
2226751,"REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL COLPAS - JAUISH - COQUIN - YAMOR - UCRUMARCA, DISTRITO DE COLPAS - AMBO - HUANUCO",MUNICIPALIDAD DISTRITAL DE COLPAS,HUANUCO,AMBO,COLPAS,4345349,11274704,159.46601757419253,ACTIVO,221096945.44,218729257.6,-0.21000000000000085,,2022-12-05,,2023-09-30,2023,100203,-10.267319819544459,-76.416380914074139
2246355,CREACION DEL SERVICIO DE AGUA POTABLE Y UNIDADES BASICAS SANITARIAS EN LA LOCALIDAD DE GEHUAHUACA DEL DISTRITO DE SAN RAFAEL - PROVINCIA DE AMBO - DEPARTAMENTO DE HUANUCO,MUNICIPALIDAD DISTRITAL DE SAN RAFAEL-AMBO,HUANUCO,AMBO,SAN RAFAEL,416501,991585,138.07505864331657,ACTIVO,0,3004502.55,3.03,2019-06-01,2023-11-06,2019-09-01,2024-05-05,2024,100207,-10.290119461975399,-76.180197652525067
2174686,"CREACION DEL SERVICIO DE AGUA POTABLE, ALCANTARILLADO Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE ESTANCIA PATA, DISTRITO DE SAN RAFAEL - PROVINCIA DE AMBO - DEPARTAMENTO DE HUANUCO",MUNICIPALIDAD DISTRITAL DE SAN RAFAEL-AMBO,HUANUCO,AMBO,SAN RAFAEL,2198145,7078604,222.02625395503935,ACTIVO,0,9272971.24,1.31,2018-06-01,2023-11-06,2018-12-01,2024-05-05,2024,100207,-10.254635337817826,-76.117429212514423
2150844,"AMPLIACION DE ELECTRIFICACION SUBSISTEMA DE DISTRIBUCION PRIMARIA Y SECUNDARIA, ALUMBRADO PUBLICO Y DOMICILIARIAS DE LOS BARRIOS POMABAMBA, SOLEDAD ALTA Y  MOLLEPAMPA, DISTRITO DE SAN RAFAEL - AMBO - HUANUCO",MUNICIPALIDAD DISTRITAL DE SAN RAFAEL-AMBO,HUANUCO,AMBO,SAN RAFAEL,410499,950742,131.60641073425271,ACTIVO,88846839.9,88352454.06,-0.519999999999996,,2022-09-12,,2023-05-30,2023,100207,-10.337738278641082,-76.181444688903426
2237739,"MEJORAMIENTO DE LA CAPACIDAD OPERATIVA Y RESOLUTIVA DEL PUESTO DE SALUD PUCYURA, EN LA LOCALIDAD DE PUCYURA, DISTRITO DE PUCYURA - ANTA - CUSCO",MUNICIPALIDAD DISTRITAL DE PUCYURA,CUSCO,ANTA,PUCYURA,7084974,11478162,62.007115340155096,ACTIVO,1066665594.6600001,1058171754.78,-0.74000000000000909,,2018-06-18,,2023-08-31,2023,080308,-13.479166619999944,-72.111635639999975
2237106,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE NIVEL SECUNDARIO DE LA I.E. CHINCHAYPUJIO EN EL CENTRO POBLADO CHINCHAYPUJIO, DISTRITO CHINCHAYPUJIO, ANTA - CUSCO",MUNICIPALIDAD DISTRITAL DE CHINCHAYPUJIO,CUSCO,ANTA,CHINCHAYPUJIO,6815663,7570286,11.071894252987567,ACTIVO,428175376.16,426888427.54,-0.17000000000000171,,2022-02-01,,2023-08-14,2023,080304,-13.628686409999942,-72.233605799999964
2250143,"MEJORAMIENTO DE LA CAPACIDAD PRODUCTIVA DEL VALLE GANADERO DE LAS PROVINCIAS DE CHACHAPOYAS Y LUYA, REGION AMAZONAS",PROYECTO ESPECIAL JAÉN SAN IGNACIO BAGUA,CAJAMARCA,JAEN,JAEN,9360435,13190753,40.920299110030676,ACTIVO,762425523.4,771527142.97,0.69000000000000483,,2020-12-16,,2024-10-31,2024,010116,-6.0481829699999716,-77.646479399999976
2175944,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE DESAGUE DE LA LOCALIDAD DE SAN ANTONIO, DISTRITO DE SAN JOSE DEL ALTO - JAEN - CAJAMARCA",MUNICIPALIDAD PROVINCIAL DE JAÉN,CAJAMARCA,JAEN,JAEN,1311900,5225662,298.32776888482357,ACTIVO,0,522566.2,0.1,,2023-11-01,,2024-04-27,2024,060811,-5.578266723285866,-79.040339584702039
2226609,"RECUPERACION, MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION DE LA I.E N 16190 C.P SHUMBANA, DISTRITO DE SANTA ROSA - JAEN - CAJAMARCA",MUNICIPALIDAD DISTRITAL DE SANTA ROSA-JAEN,CAJAMARCA,JAEN,SANTA ROSA,3414787,15319874,348.6333701047825,ACTIVO,1395180925.1799998,1392116950.38,-0.19999999999998863,,2022-01-17,,2023-06-29,2023,060812,-5.42192173,-78.55726
2171359,MEJORAMIENTO DE LA CAPACIDAD OPERATIVA DE LA PLATAFORMA INFORMATICA DEL MINEDU A NIVEL NACIONAL,PROGRAMA EDUCACION BASICA PARA TODOS,LIMA,LIMA,LIMA,73893494,57748266,-21.849322756344421,ACTIVO,4030828966.7999997,4053350790.54,0.39000000000000057,,2014-07-01,,2023-12-31,2023,150130,-12.085209999999964,-77.000399999999942
2171554,MEJORAMIENTO DE LOS SERVICIOS DEL LABORATORIO DE MECANICA DE SUELOS DE LA FIC DE LA UNI,UNIVERSIDAD NACIONAL DE INGENIERÍA - UNI,LIMA,LIMA,LIMA,4268836,12557650,194.17035463531511,ACTIVO,11176308.5,20971275.5,0.77999999999999992,,2022-12-01,,2025-12-31,2025,150128,-12.01710420940953,-77.0493036547976
2200458,"MEJORAMIENTO DE LOS SERVICIOS DEL DESEMBARCADERO PESQUERO ARTESANAL EN LA LOCALIDAD DE YACILA, DISTRITO DE PAITA, PROVINCIA DE PAITA, REGION PIURA",FONDO NACIONAL DE DESARROLLO PESQUERO (FONDEPES),LIMA,LIMA,LIMA,9277176,28540430,207.6413555159458,ACTIVO,2428790593,2428790593,0,,2016-04-11,,2023-12-30,2023,"",,
2060479,"CONSTRUCCION, EQUIPAMIENTO Y ACONDICIONAMIENTO DE LA SEDE DEL MINISTERIO PUBLICO DE LA PROVINCIA DE PISCO PARA LA IMPLEMENTACION DEL NUEVO CODIGO PROCESAL PENAL",MINISTERIO PÚBLICO - FISCALÍA DE LA NACIÓN,LIMA,LIMA,LIMA,8194642,12484175,52.34558141771172,ACTIVO,1179754537.5,1185746941.5,0.480000000000004,,2017-12-12,,2023-10-30,2023,110501,-13.711062149999975,-76.201757279999981
2233960,MEJORAMIENTO DE LOS SERVICIOS DE EDUCACIÓN PRIMARIA DE LA I.E N° 1245 JOSÉ CARLOS MARIÁTEGUI DE HUAYCAN DEL DISTRITO DE ATE - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA - PRONIED,LIMA,LIMA,LIMA,19994220,26986446,34.971236687402659,ACTIVO,,,,2019-12-01,2023-06-19,2020-09-01,2024-05-13,2024,150103,-12.025266209999927,-76.918925519999959
2157530,CREACION DEL CENTRO DE SERVICIOS DE APOYO AL HABITAT RURAL EN EL C.P. CENTRAL CCALLA SAN JUAN DE SALINAS-AZANGARO-PUNO,PROGRAMA NACIONAL PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS,LIMA,LIMA,LIMA,392913,1294037,229.34440957667474,ACTIVO,16537792.86,16201343.24,-0.25999999999999979,,2012-12-19,,2024-05-26,2024,210213,-14.990434739999955,-70.107056999999941
2195496,"MEJORAMIENTO Y RECUPERACION DE LOS SERVICIOS DEL DESEMBARCADERO PESQUERO ARTESANAL DE SUPE, DISTRITO DE SUPE PUERTO, PROVINCIA DE BARRANCA, REGION LIMA",FONDO NACIONAL DE DESARROLLO PESQUERO (FONDEPES),LIMA,LIMA,LIMA,20195899,36778944,82.11095232749976,ACTIVO,2974313201.28,2974313201.28,0,,2016-10-20,,2024-12-30,2024,150205,-10.800856181797519,-77.745195901406987
2258669,"CREACION DEL PUENTE INCA MOYA Y ACCESOS,  DISTRITO DE CIENEGUILLA - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",GOBIERNO REGIONAL METROPOLITANO DE LIMA,LIMA,LIMA,LIMA,6757629,33898968,401.63996869316145,ACTIVO,2672594637.12,2708188553.52,1.0499999999999972,2018-10-01,2021-11-19,2019-04-01,2023-03-11,2023,150109,-12.103495649999957,-76.797255599999971
2175725,"MEJORAMIENTO DEL CAMINO VECINAL INTEGRADOR DESDE EL TALLAN, SINCHAO CHICO HASTA LA RUTA PANAMERICANA 1N QUE ARTICULA NUEVO SINCHAO CHICO, ZONA VENTURA, NUEVO TALLAN, NUEVO PIEDRAL Y EL TABANCO DE EL TALLAN, PROVINCIA DE PIURA - PIURA",PROVIAS DESCENTRALIZADO,LIMA,LIMA,LIMA,6180154,98534733,1494.3734249987947,ACTIVO,0,83754523.05,0.85,,2023-12-20,,2025-10-30,2025,200108,-5.4123950699999455,-80.678963159999967
2216968,"MEJORAMIENTO Y AMPLIACION DE LOS AMBIENTES EDUCATIVOS, LABORATORIOS Y ADMINISTRATIVOS DE LA FACULTAD DE CIENCIAS FORESTALES DE LA UNIVERSIDAD NACIONAL AGRARIA - LA MOLINA",UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,LIMA,LIMA,LIMA,7948992,18907331,137.85822152041416,ACTIVO,509552570.45,496884658.68,-0.66999999999999815,,2023-03-01,,2023-08-28,2023,150114,-12.08255897586999,-76.945036038748853
2234385,"MEJORAMIENTO DE LOS SERVICIOS DEL DESEMBARCADERO PESQUERO ARTESANAL EN LA LOCALIDAD DE ATICO, DISTRITO DE ATICO, PROVINCIA DE CARAVELI, REGION AREQUIPA",FONDO NACIONAL DE DESARROLLO PESQUERO (FONDEPES),LIMA,LIMA,LIMA,8059821,19964956,147.70966997902312,ACTIVO,1309301814.48,1309301814.48,0,,2014-04-22,,2024-12-31,2024,040303,-16.230357829883349,-73.639168739318848
2160312,"MEJORAMIENTO Y ADECUACION A LA NORMA SANITARIA VIGENTE DEL DESEMBARCADERO PESQUERO ARTESANAL PAITA, DISTRITO Y PROVINCIA DE PAITA, REGION PIURA",FONDO NACIONAL DE DESARROLLO PESQUERO (FONDEPES),LIMA,LIMA,LIMA,9188412,35440379,285.70733441208336,ACTIVO,2721466703.4100003,2710125782.13,-0.32000000000000739,,2013-11-08,,2024-12-31,2024,200501,-5.07720508090917,-81.120816292450627
2251769,"CREACION DEL CENTRO DE SERVICIOS - TAMBO EN EL CENTRO POBLADO EL ARABE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA LEONCIO PRADO, DEPARTAMENTO HUANUCO",PROGRAMA NACIONAL PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS,LIMA,LIMA,LIMA,912312,961958,5.44177868974649,ACTIVO,65124556.6,65124556.6,0,,2015-10-16,,2023-07-31,2023,"",,
2235505,"MEJORAMIENTO DE LOS SERVICIOS DEL DESEMBARCADERO PESQUERO ARTESANAL EN LA LOCALIDAD DE ACAPULCO, DISTRITO DE ZORRITOS, PROVINCIA CONTRALMIRANTE VILLAR, REGION TUMBES",FONDO NACIONAL DE DESARROLLO PESQUERO (FONDEPES),LIMA,LIMA,LIMA,15002186,32475874,116.47427914838543,ACTIVO,3029999044.2,2946860806.7599998,-2.5600000000000023,,2017-12-28,,2024-12-31,2024,240201,-3.7399616135228229,-80.7718411781475
2191044,CREACION DEL CENTRO DE SERVICIOS - TAMBO EN EL CENTRO POBLADO ARENALES - FRIAS  - AYABACA - PIURA,PROGRAMA NACIONAL PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS,LIMA,LIMA,LIMA,784028,1198612,52.878723719050846,ACTIVO,119861200,119861200,0,,2015-06-03,,2023-01-26,2023,200202,-4.9309147799999664,-79.946712719999937
2160642,"INSTALACION DEL PUENTE CARROZABLE SAN JOSE EN LA C.C. QUEROMARKA DEL DISTRITO DE TINTA, PROVINCIA DE CANCHIS - CUSCO",PROVIAS DESCENTRALIZADO,LIMA,LIMA,LIMA,1624621,18316881,1027.4556342679307,ACTIVO,1396112669.82,1403988928.65,0.43000000000000682,,2020-11-14,,2023-12-31,2023,080608,-14.145640919999948,-71.407617479999942
2168029,AMPLIACION DE LOS SERVICIOS PARA LA ENSEÑANZA ACADEMICA E INVESTIGACION EN COMPUTACION E INFORMATICA DE LA FIM -UNI,UNIVERSIDAD NACIONAL DE INGENIERÍA - UNI,LIMA,LIMA,LIMA,4941972,8793212,77.929215301098438,ACTIVO,445727916.28,435967450.96,-1.1099999999999994,,2018-08-24,,2023-12-31,2023,150128,-12.01710420940953,-77.0493036547976
2135162,AMPLIACION DE LA CAPACIDAD DE ALBERGUE DEL ESTABLECIMIENTO PENITENCIARIO DE CHIMBOTE,OFICINA DE INFRAESTRUCTURA PENITENCIARIA - INPE,LIMA,LIMA,LIMA,9747944,42691797,337.95693738084668,ACTIVO,2395009811.7000003,2499177796.38,2.4399999999999977,,2017-10-10,,2023-06-10,2023,021801,-8.996708451735973,-78.560716577879816
2147636,"PUERTO PESQUERO ARTESANAL BAHIA BLANCA-DISTRITO DE VENTANILLA - CALLAO, PROVINCIA CONSTITUCIONAL DEL CALLAO",FONDO NACIONAL DE DESARROLLO PESQUERO (FONDEPES),LIMA,LIMA,LIMA,19084819,43068295,125.66782006158928,ACTIVO,3088858117.4,3088858117.4,0,,2015-01-23,,2024-12-31,2024,070106,-11.834744799831675,-77.184418067336082
2251922,"CREACION DEL CENTRO DE SERVICIOS - TAMBO EN EL CENTRO POBLADO DE NUEVO SAN JOSE, DISTRITO DE MAQUIA, PROVINCIA REQUENA, DEPARTAMENTO LORETO",PROGRAMA NACIONAL PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS,LIMA,LIMA,LIMA,1118047,1530609,36.900237646539011,ACTIVO,153060900,153060900,0,,2015-10-24,,2023-01-31,2023,160505,-5.7882842099999721,-74.549278439999966
2155808,"MEJORAMIENTO DE LA CARRETERA RODRIGUEZ DE MENDOZA - EMPALME RUTA PE-5N LA CALZADA, TRAMO SELVA ALEGRE-EMPALME RUTA PE-5N LA CALZADA",PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL - PROVIAS NACIONAL,LIMA,LIMA,LIMA,73492734,181641831,147.15617601054277,ACTIVO,2241460194.54,4401181565.13,11.89,,2017-08-03,,2023-07-04,2023,220102,-6.0313051799999471,-77.064792839999939
2176877,CREACION DEL CENTRO DE SERVICIOS DE APOYO AL HABITAT RURAL EN EL C.P. CCANCCOLLY CRUCERO-CARABAYA-PUNO,PROGRAMA NACIONAL PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS,LIMA,LIMA,LIMA,762731,866345,13.584605844000047,ACTIVO,554460.8,2165862.5,1.8599999999999999,,2014-02-01,,2024-12-31,2024,210306,-14.36129576999997,-70.022453039999959
2176887,"CREACION DEL CENTRO DE SERVICIOS DE APOYO AL HABITAT RURAL EN EL SECTOR AMSTA HUATASANI, TILALI, MOHO, PUNO",PROGRAMA NACIONAL PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS,LIMA,LIMA,LIMA,741513,1337762,80.409783779920247,ACTIVO,856167.68,2367838.74,1.13,,2014-02-07,,2024-01-30,2024,210904,-15.520483079999961,-69.354901079999934
2255395,"CREACION DEL CENTRO DE SERVICIOS - TAMBO EN EL CENTRO POBLADO DE VALLE ESMERALDA, DISTRITO RIO TAMBO, PROVINCIA SATIPO, DEPARTAMENTO JUNIN",PROGRAMA NACIONAL PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS,LIMA,LIMA,LIMA,927473,985394,6.2450335481464148,ACTIVO,90922304.38,90922304.38,0,,2015-09-04,,2024-12-31,2024,120608,-11.146385339999938,-74.307491279999965
2091130,"CONSTRUCCION Y EQUIPAMIENTO DE LA SEDE DE LA FPM DE BAGUA, DISTRITO JUDICIAL DE AMAZONAS EN EL MARCO DE LA IMPLEMENTACION DEL NCPP",MINISTERIO PÚBLICO - FISCALÍA DE LA NACIÓN,LIMA,LIMA,LIMA,5416666,10468115,93.257531477850037,ACTIVO,1046811500,1043671065.5,-0.29999999999999716,,2019-10-12,,2024-12-31,2024,010201,-5.6377549799999533,-78.533587079999961
2251834,"CREACION DEL CENTRO DE SERVICIOS - TAMBO EN EL CENTRO POBLADO DE SANTA ROSA DE ALTO YANAJANCA, DISTRITO DE CHOLÓN, PROVINCIA MARAÑÓN, DEPARTAMENTO HUANUCO",PROGRAMA NACIONAL PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS,LIMA,LIMA,LIMA,940235,1140119,21.258940584002936,ACTIVO,85543128.570000008,82476208.460000008,-2.6899999999999977,,2015-08-03,,2023-12-31,2023,"",,
2194746,MEJORAMIENTO DE LA INSTITUCION EDUCATIVA PRIMARIA NUESTRA SEÑORA DE FATIMA EN LA LOCALIDAD DE CHINCHERO DEL DISTRITO DE CHINCHERO - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO,PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA - PRONIED,LIMA,LIMA,LIMA,17845385,19880443,11.40383354015618,ACTIVO,,,,2021-10-01,2024-03-03,2022-12-01,2025-03-03,2025,081302,-13.397125802945048,-72.050500072449438
2196300,CREACION DEL CENTRO DE SERVICIOS - TAMBO EN EL CENTRO POBLADO LOS ARENALES - CORDOVA - HUAYTARA - HUANCAVELICA,PROGRAMA NACIONAL PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS,LIMA,LIMA,LIMA,779852,1100643,41.134856357360114,ACTIVO,107334705.36,107334705.36,0,,2015-07-24,,2023-12-15,2023,090603,-14.039033489999952,-75.184356599999944
2234847,"MEJORAMIENTO DE LOS SERVICIOS DEL DESEMBARCADERO PESQUERO ARTESANAL EN LA LOCALIDAD DE QUILCA, DISTRITO DE QUILCA, PROVINCIA DE CAMANA, REGION AREQUIPA",FONDO NACIONAL DE DESARROLLO PESQUERO (FONDEPES),LIMA,LIMA,LIMA,11220925,24220958,115.85527039883074,ACTIVO,2274590165.7799997,2274590165.7799997,0,,2014-12-19,,2023-12-30,2023,"",,
2217927,"CONSTRUCCION DE UN PUENTE EN EL TRAMO PE-3N - R41, DEL CAMINO VECINAL PRIMERO DE MAYO CHACOS, LOCALIDAD DE PRIMERO DE MAYO, DISTRITO DE SAN RAFAEL, PROVINCIA DE AMBO - HUANUCO",PROVIAS DESCENTRALIZADO,LIMA,LIMA,LIMA,778654,12452420,1499.2237887431388,ACTIVO,96381730.8,96381730.8,0,,2022-12-30,,2023-12-22,2023,100207,-10.338800129999981,-76.183328159999974
2153091,MEJORAMIENTO DE LOS SERVICIOS DE ADMINISTRACION DE JUSTICIA DE LOS ORGANOS JURISDICCIONALES DE LA PROVINCIA DE HUAURA DE LA CORTE SUPERIOR DE JUSTICIA DE HUAURA,PODER JUDICIAL,LIMA,LIMA,LIMA,22839743,62798647,174.95338717252642,ACTIVO,118061456.36,149460779.85999998,0.5,,2022-08-12,,2024-03-03,2024,150801,-11.1068506,-77.60531
